utimesec    22.434018
stimesec    0.086053
ru_maxrss   174399488
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   42730
ru_majflt   0
ru_nswap    0
ru_inblock  0
ru_oublock  1
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    2
ru_nivcsw   2950
