utimesec    1899.736251
stimesec    1.559145
ru_maxrss   488939520
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   155907
ru_majflt   70
ru_nswap    0
ru_inblock  5
ru_oublock  6
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    16
ru_nivcsw   64100
